idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
1873,LIXA REDONDA 4.1/2 - 80 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 4.1/2 polegadas com grau de granulação 80.,"Diâmetro: 4.1/2 polegadas, Grau de granulação: 80",Não encontrado,Não encontrado,
1866,LIXA REDONDA 4.1/2 -100 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 4.1/2 polegadas com grau de granulação 100.,"Diâmetro: 4.1/2 polegadas, Grau de granulação: 100",Não encontrado,Não encontrado,
1867,LIXA REDONDA 4.1/2 -120 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 4.1/2 polegadas com grau de granulação 120.,"Diâmetro: 4.1/2 polegadas, Grau de granulação: 120",Não encontrado,Não encontrado,
691,LIXA REDONDA 7'' N 16 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulação 16.,"Diâmetro: 7 polegadas, Grau de granulação: 16",Não encontrado,Não encontrado,
692,LIXA REDONDA 7'' N 24 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulação 24.,"Diâmetro: 7 polegadas, Grau de granulação: 24",Não encontrado,Não encontrado,
693,LIXA REDONDA 7'' N 36 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulação 36.,"Diâmetro: 7 polegadas, Grau de granulação: 36",Não encontrado,Não encontrado,
694,LIXA REDONDA 7'' N 50 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de abrasividade 50.,"Diâmetro: 7 polegadas, Grau de abrasividade: 50",Não encontrado,Não encontrado,
695,LIXA REDONDA 7'' N 60 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulometria 60.,"Diâmetro: 7 polegadas, Grau de granulometria: 60",Não encontrado,Não encontrado,
1970,LIXA REDONDA 7'' N 80 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulação 80.,"Diâmetro: 7 polegadas, Grau de granulação: 80",Não encontrado,Não encontrado,
690,LIXA REDONDA 7'' N100 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de abrasão 100.,"Diâmetro: 7 polegadas, Grau de abrasão: 100",Não encontrado,Não encontrado,
2068,LIXA REDONDA 7'' N120 *,MATERIAL DE PINTURA,CANTONEIRA,FERRO,Lixa redonda de 7 polegadas com grau de granulação 120.,"Diâmetro: 7 polegadas, Grau de granulação: 120",Não encontrado,Não encontrado,
678,LIXA DE MADEIRA 100 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 100, utilizada para lixar superfícies de madeira.",Granulometria: 100,Não encontrado,Não encontrado,
679,LIXA DE MADEIRA 120 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 120, utilizada para lixar superfícies de madeira.",Granulometria: 120,Não encontrado,Não encontrado,
3401,LIXA DE MADEIRA 150 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 150, utilizada para lixar superfícies de madeira.",Granulometria: 150,Não encontrado,Não encontrado,
3402,LIXA DE MADEIRA 180 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,Lixa de madeira com granulometria 180.,Granulometria: 180,Não encontrado,Não encontrado,
680,LIXA DE MADEIRA 220 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 220, ideal para acabamentos finos em madeira.",Granulometria: 220,Não encontrado,Não encontrado,
1475,LIXA DE MADEIRA 60 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 60, utilizada para lixar superfícies de madeira.",Granulometria: 60,Não encontrado,Não encontrado,
681,LIXA DE MADEIRA 80 *,MATERIAL DE PINTURA,CANTONEIRA,MADEIRA,"Lixa de madeira com granulometria 80, utilizada para lixar superfícies de madeira.",Granulometria: 80,Não encontrado,Não encontrado,
123133379,BARRA CHATA 2 X 1/2,SERRALHERIA,BARRA,ALUMINIO LISA,"Barra chata de dimensões 2 x 1/2, utilizada em construções metálicas e montagens industriais.",Dimensões: 2 x 1/2 polegadas,Não encontrado,Não encontrado,
123133365,BARRA CHATA 1 X 1/4 #,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 1 x 1/4, utilizada em construções metálicas e montagens industriais.",Não encontrado,Não encontrado,Não encontrado,
123133371,BARRA CHATA 1 X 1/8 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de dimensões 1 x 1/8 polegadas.,Dimensões: 1 x 1/8 polegadas.,Não encontrado,Não encontrado,
123133376,BARRA CHATA 1 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de dimensões 1 polegada por 3/16 polegada.,Dimensões: 1 x 3/16 polegadas.,Não encontrado,Não encontrado,
123133377,BARRA CHATA 1 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1 polegada de largura por 3/8 polegada de espessura.,"Largura: 1 polegada, Espessura: 3/8 polegada",Não encontrado,Não encontrado,
123133378,BARRA CHATA 1 X 5/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata com dimensões 1 x 5/16 polegadas.,Dimensões: 1 x 5/16 polegadas.,Não encontrado,Não encontrado,
123133834,BARRA CHATA 1.1/2 X 1/2,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1.1/2 X 1/2.,Dimensões: 1.1/2 X 1/2,Não encontrado,Não encontrado,
123133360,BARRA CHATA 1.1/2 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1.1/2 x 1/4.,Dimensões: 1.1/2 x 1/4,Não encontrado,Não encontrado,
123133361,BARRA CHATA 1.1/2 X 1/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1.1/2 polegadas de largura por 1/8 polegada de espessura.,"Largura: 1.1/2 polegadas, Espessura: 1/8 polegada",Não encontrado,Não encontrado,
123133362,BARRA CHATA 1.1/2 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/2 x 3/16.,Dimensões: 1.1/2 x 3/16.,Não encontrado,Não encontrado,
123133363,BARRA CHATA 1.1/2 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/2 x 3/8 polegadas.,Dimensões: 1.1/2 x 3/8 polegadas.,Não encontrado,Não encontrado,
123133364,BARRA CHATA 1.1/2 X 5/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/2 x 5/16 polegadas.,Dimensões: 1.1/2 x 5/16 polegadas.,Não encontrado,Não encontrado,
123133847,BARRA CHATA 1.1/4 X 1/2,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/4 x 1/2.,Dimensões: 1.1/4 x 1/2.,Não encontrado,Não encontrado,
123133366,BARRA CHATA 1.1/4 X 1/4 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/4 x 1/4 polegadas.,Dimensões: 1.1/4 x 1/4 polegadas,Não encontrado,Não encontrado,
123133367,BARRA CHATA 1.1/4 X 1/8 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1.1/4 x 1/8 polegadas.,Dimensões: 1.1/4 x 1/8 polegadas,Não encontrado,Não encontrado,
123133368,BARRA CHATA 1.1/4 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/4 x 3/16.,Dimensões: 1.1/4 x 3/16.,Não encontrado,Não encontrado,
123133369,BARRA CHATA 1.1/4 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 1.1/4 x 3/8.,Dimensões: 1.1/4 x 3/8.,Não encontrado,Não encontrado,
123133370,BARRA CHATA 1.1/4 X 5/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata com dimensões 1.1/4 x 5/16.,Dimensões: 1.1/4 x 5/16,Não encontrado,Não encontrado,
123133374,BARRA CHATA 1/2 SERRALHEIRO,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de 1/2 polegada utilizada por serralheiros para diversos tipos de trabalhos.,Não encontrado,Não encontrado,Não encontrado,
123133372,BARRA CHATA 1/2 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1/2 x 1/4 polegadas.,Dimensões: 1/2 x 1/4 polegadas,Não encontrado,Não encontrado,
123133373,BARRA CHATA 1/2 X 1/8 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1/2 x 1/8 polegadas.,Dimensões: 1/2 x 1/8 polegadas,Não encontrado,Não encontrado,
123133375,BARRA CHATA 1/2 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 1/2 x 3/16 polegadas.,Dimensões: 1/2 x 3/16 polegadas,Não encontrado,Não encontrado,
123133382,BARRA CHATA 2 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 2 x 1/4, utilizada em construções e montagens metálicas.",Não encontrada,Não encontrado,Não encontrado,
123133383,BARRA CHATA 2 X 1/8 *,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de dimensões 2 x 1/8 polegadas.,Dimensões: 2 x 1/8 polegadas.,Não encontrado,Não encontrado,
123133384,BARRA CHATA 2 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata com dimensões 2 polegadas por 3/16 polegadas.,Dimensões: 2 x 3/16 polegadas,Não encontrado,Não encontrado,
123133385,BARRA CHATA 2 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 2 x 3/8 polegadas, utilizada em aplicações de construção e metalurgia.",Dimensões: 2 x 3/8 polegadas,Não encontrado,Não encontrado,
5580,BARRA CHATA 2 X 5/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata com dimensões 2 x 5/16 polegadas.,Dimensões: 2 x 5/16 polegadas.,Não encontrado,Não encontrado,
123133380,BARRA CHATA 2.1/2 X 1/2,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 2.1/2 x 1/2,Dimensões: 2.1/2 x 1/2,Não encontrado,Não encontrado,
123133381,BARRA CHATA 2.1/2 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 2.1/2 x 1/4 polegadas.,Dimensões: 2.1/2 x 1/4 polegadas,Não encontrado,Não encontrado,
123133749,BARRA CHATA 2.1/2 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 2.1/2 x 3/8 polegadas.,Dimensões: 2.1/2 x 3/8 polegadas,Não encontrado,Não encontrado,
123134133,BARRA CHATA 3 X 1/2,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 3 x 1/2, utilizada em diversas aplicações de construção e metalurgia.",Não encontrada,Não encontrado,Não encontrado,
123133386,BARRA CHATA 3 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 3 polegadas de largura por 1/4 polegada de espessura.,"Largura: 3 polegadas, Espessura: 1/4 polegada",Não encontrado,Não encontrado,
123133782,BARRA CHATA 3 X 3/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata com dimensões 3 x 3/8 polegadas.,Dimensões: 3 x 3/8 polegadas.,Não encontrado,Não encontrado,
123133387,BARRA CHATA 3/4 X 1/4 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 3/4 x 1/4 polegadas.,Dimensões: 3/4 x 1/4 polegadas,Não encontrado,Não encontrado,
123133388,BARRA CHATA 3/4 X 1/8 #,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de metal com dimensões 3/4 x 1/8 polegadas.,Dimensões: 3/4 x 1/8 polegadas,Não encontrado,Não encontrado,
123133389,BARRA CHATA 3/4 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 3/4 x 3/16 polegadas.,Dimensões: 3/4 x 3/16 polegadas,Não encontrado,Não encontrado,
123133845,BARRA CHATA 3/8 X 1/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 3/8 x 1/8 polegadas.,Dimensões: 3/8 x 1/8 polegadas,Não encontrado,Não encontrado,
11799,BARRA CHATA 4 X 1/2,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 4 x 1/2, utilizada em construções e montagens metálicas.",Dimensões: 4 x 1/2,Não encontrado,Não encontrado,
123134047,BARRA CHATA 4 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 4 x 1/4, utilizada em construções e montagens metálicas.",Dimensões: 4 x 1/4,Não encontrado,Não encontrado,
12097,BARRA CHATA 4 X 1/8,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 4 x 1/8 polegadas, utilizada em construções metálicas e montagens.",Dimensões: 4 x 1/8 polegadas,Não encontrado,Não encontrado,
123134034,BARRA CHATA 4 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 4 polegadas de largura por 3/16 polegadas de espessura.,"Largura: 4 polegadas, Espessura: 3/16 polegadas",Não encontrado,Não encontrado,
123133881,BARRA CHATA 5/8 SERRALHEIRO,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de 5/8 polegadas utilizada em construções metálicas e obras de serralheria.,Diâmetro: 5/8 polegadas. Material: Aço.,Não encontrado,Não encontrado,
123133390,BARRA CHATA 5/8 X 1/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 5/8 polegadas de largura por 1/8 polegadas de espessura.,"Largura: 5/8 polegadas, Espessura: 1/8 polegadas",Não encontrado,Não encontrado,
123133391,BARRA CHATA 5/8 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,"Barra chata de dimensões 5/8 x 3/16, utilizada em aplicações de construção e metalurgia.",Dimensões: 5/8 x 3/16,Não encontrado,Não encontrado,
123133392,BARRA CHATA 7/8 X 1/4,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 7/8 polegadas de largura por 1/4 polegada de espessura.,"Largura: 7/8 polegadas, Espessura: 1/4 polegada",Não encontrado,Não encontrado,
123133393,BARRA CHATA 7/8 X 1/8,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 7/8 polegadas de largura por 1/8 polegada de espessura.,"Largura: 7/8 polegadas, Espessura: 1/8 polegada",Não encontrado,Não encontrado,
123133750,BARRA CHATA 7/8 X 3/16,SERRALHERIA,BARRA,BARRA CHATA,Barra chata de aço com dimensões 7/8 polegadas de largura por 3/16 polegadas de espessura.,"Largura: 7/8 polegadas, Espessura: 3/16 polegadas",Não encontrado,Não encontrado,
11943,"TRELICA ESTRUTURAL 3"" X 2,00 MM/1.80MM *ALTURA 25 CM EMP2",SERRALHERIA,BARRA,BARRA CHATA,"Trelíssica estrutural com dimensões de 3 polegadas de largura, espessura de 2,00 mm a 1,80 mm e altura de 25 cm.","Largura: 3 polegadas, Espessura: 2,00 mm a 1,80 mm, Altura: 25 cm",Não encontrado,Não encontrado,
123133396,BARRA QUADRADA 1/2,SERRALHERIA,BARRA,BARRA QUADRADA,"Barra quadrada de 1/2 polegada, utilizada em diversas aplicações industriais e de construção.","Diâmetro: 1/2 polegada, material: aço",Não encontrado,Não encontrado,
123133397,BARRA QUADRADA 3/4,SERRALHERIA,BARRA,BARRA QUADRADA,"Barra quadrada de 3/4 polegadas, utilizada em diversas aplicações industriais e construções.","Diâmetro: 3/4 polegadas, Material: Aço",Não encontrado,Não encontrado,
123133398,BARRA QUADRADA 3/8,SERRALHERIA,BARRA,BARRA QUADRADA,Barra quadrada de aço com diâmetro de 3/8 polegadas.,"Diâmetro: 3/8 polegadas, Material: Aço",Não encontrado,Não encontrado,
123133399,BARRA QUADRADA 5/8,SERRALHERIA,BARRA,BARRA QUADRADA,"Barra quadrada de 5/8 polegadas, utilizada em aplicações que requerem resistência e precisão.","Diâmetro: 5/8 polegadas, Material: Aço",Não encontrado,Não encontrado,
123133400,BARRA QUADRADA 7/8,SERRALHERIA,BARRA,BARRA QUADRADA,"Barra quadrada de 7/8 polegadas, utilizada em aplicações de construção e manutenção.","Diâmetro: 7/8 polegadas, Material: Aço",Não encontrado,Não encontrado,
123133769,BARRA REDONDA 1,SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de material não especificado, sem detalhes adicionais disponíveis.",Não encontrado,Não encontrado,Não encontrado,
3755,BARRA REDONDA 1.1/8 ACO 1020,SERRALHERIA,BARRA,BARRA REDONDA,Barra redonda de aço 1020 com diâmetro de 1.1/8 polegadas.,"Diâmetro: 1.1/8 polegadas, Material: Aço 1020",Não encontrado,Não encontrado,
123133401,BARRA REDONDA 1/2 #,SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de 1/2 polegada, utilizada em aplicações que exigem resistência e durabilidade.",Diâmetro: 1/2 polegada,Não encontrado,Não encontrado,
123133850,"BARRA REDONDA 1/2"" # 12,00MM AM",SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de 1/2 polegada, equivalente a 12,00mm de diâmetro.","Diâmetro: 12,00mm, equivalente a 1/2 polegada.",Não encontrado,Não encontrado,
123133402,BARRA REDONDA 1/4,SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de 1/4 de polegada, utilizada em diversos tipos de aplicações industriais e construções.",Diâmetro: 1/4 polegada,Não encontrado,Não encontrado,
123133403,BARRA REDONDA 3/4,SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de 3/4 de diâmetro, utilizada em diversas aplicações industriais e construções.",Diâmetro: 3/4 polegada,Não encontrado,Não encontrado,
123133404,BARRA REDONDA 3/8,SERRALHERIA,BARRA,BARRA REDONDA,Barra redonda de aço com diâmetro de 3/8 polegadas.,Diâmetro: 3/8 polegadas,Não encontrado,Não encontrado,
123133405,BARRA REDONDA 5/16,SERRALHERIA,BARRA,BARRA REDONDA,Barra redonda de aço com diâmetro de 5/16 polegadas.,Diâmetro: 5/16 polegadas,Não encontrado,Não encontrado,
123133406,BARRA REDONDA 5/8 #,SERRALHERIA,BARRA,BARRA REDONDA,Barra redonda de aço com diâmetro de 5/8 polegadas.,Diâmetro: 5/8 polegadas,Não encontrado,Não encontrado,
123133768,BARRA REDONDA 7/8,SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de 7/8 polegadas, material não especificado.",Diâmetro: 7/8 polegadas,Não encontrado,Não encontrado,
6059,BARRA REDONDA 9/16 ACO 1045 TREFILADA,SERRALHERIA,BARRA,BARRA REDONDA,Barra redonda de aço 1045 trefilada com diâmetro de 9/16 polegadas.,"Diâmetro: 9/16 polegadas, Material: Aço 1045, Processo: Trefilada",Não encontrado,Não encontrado,
123134127,"BARRA REDONDA TRASMISSÃO LISA 12,5 COM 0,35 CM",SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de transmissão lisa com diâmetro de 12,5 mm e comprimento de 0,35 cm.","Diâmetro: 12,5 mm, Comprimento: 0,35 cm",Não encontrado,Não encontrado,
10370,"BARRA REDONDA TRASMISSÃO LISA 25MM COM 0,50 CM",SERRALHERIA,BARRA,BARRA REDONDA,"Barra redonda de transmissão lisa com diâmetro de 25mm e comprimento de 0,50 cm.","Diâmetro: 25mm, Comprimento: 0,50 cm, Material: Não especificado",Não encontrado,Não encontrado,
6204,CHAPA ALUMINIO 0.7MM X 1 MT,SERRALHERIA,BARRA,BARRA REDONDA,Chapa de alumínio com espessura de 0.7mm e comprimento de 1 metro.,"Espessura: 0.7mm, Comprimento: 1 metro",Não encontrado,Não encontrado,
123133930,"CHAPA ALUMINIO 1,0 METRO",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com 1,0 metro de comprimento.",Não encontrada,Não encontrado,Não encontrado,
123133909,CHAPA ALUMINIO 20 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 20 cm de comprimento.,Não encontrada,Não encontrado,Não encontrado,
11941,CHAPA ALUMINIO 30 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 30 cm de comprimento.,Não encontrado,Não encontrado,Não encontrado,
123133459,CHAPA ALUMINIO 40 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 40 cm de comprimento.,Não encontrada,Não encontrado,Não encontrado,
123133460,CHAPA ALUMINIO 50 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 50 cm de comprimento.,Não encontrado,Não encontrado,Não encontrado,
123133461,CHAPA ALUMINIO 60 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 60 cm de comprimento.,Não encontrada,Não encontrado,Não encontrado,
12017,CHAPA ALUMINIO 80 CM,SERRALHERIA,CHAPA,ALUMINIO LISA,Chapa de alumínio com 80 cm de comprimento.,Não encontrada,Não encontrado,Não encontrado,
1361,"CHAPA DE ALUMINIO 0,7 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 0,7 mm, dimensões de 2,00 x 1,00 metros.","Espessura: 0,7 mm, Largura: 2,00 m, Comprimento: 1,00 m",Não encontrado,Não encontrado,
1372,"CHAPA DE ALUMINIO 1,0 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,0 mm e dimensões de 2,00 x 1,00 metros.","Espessura: 1,0 mm, Dimensões: 2,00 x 1,00 metros",Não encontrado,Não encontrado,
3610,"CHAPA DE ALUMINIO 1,0 MM = 3,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,0 mm e dimensões de 3,00 x 1,00 metros.","Espessura: 1,0 mm, Largura: 3,00 m, Comprimento: 1,00 m",Não encontrado,Não encontrado,
4490,"CHAPA DE ALUMINIO 1,0 MM = 3,00 X 1,25",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,0 mm, dimensões de 3,00 x 1,25 metros.","Espessura: 1,0 mm, Largura: 1,25 m, Comprimento: 3,00 m",Não encontrado,Não encontrado,
1373,"CHAPA DE ALUMINIO 1,2 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,2 mm e dimensões de 2,00 x 1,00 metros.","Espessura: 1,2 mm, Dimensões: 2,00 x 1,00 metros",Não encontrado,Não encontrado,
3675,"CHAPA DE ALUMINIO 1,2 MM = 3,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,2 mm, dimensões de 3,00 x 1,00 metros.","Espessura: 1,2 mm, Largura: 3,00 m, Comprimento: 1,00 m",Não encontrado,Não encontrado,
3902,"CHAPA DE ALUMINIO 1,2 MM = 3,00 X 1,25",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,2 mm, dimensões 3,00 x 1,25 metros.","Espessura: 1,2 mm, Largura: 3,00 m, Comprimento: 1,25 m",Não encontrado,Não encontrado,
1362,"CHAPA DE ALUMINIO 1,5 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 1,5 mm e dimensões de 2,00 x 1,00 metros.","Espessura: 1,5 mm, Dimensões: 2,00 x 1,00 metros",Não encontrado,Não encontrado,
1363,"CHAPA DE ALUMINIO 2,0 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO LISA,"Chapa de alumínio com espessura de 2,0 mm e dimensões de 2,00 x 1,00 metros.","Espessura: 2,0 mm, Dimensões: 2,00 x 1,00 metros",Não encontrado,Não encontrado,
3900,"CHAPA XADREZ ALUMINIO 1,2 MM = 2,00 X 1,00",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 1,2 mm e dimensões de 2,00 x 1,00 metros.","Espessura: 1,2 mm, Dimensões: 2,00 x 1,00 metros, Material: Alumínio",Não encontrado,Não encontrado,
57,"CHAPA XADREZ ALUMINIO 1,2 MM = 2,50 X 1,00",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 1,2 mm, dimensões 2,50 x 1,00 metros.","Espessura: 1,2 mm, Dimensões: 2,50 x 1,00 metros, Material: Alumínio",Não encontrado,Não encontrado,
3916,"CHAPA XADREZ ALUMINIO 1,2 MM = 3.00 X 1,25",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 1,2 mm, dimensões 3,00 x 1,25.","Espessura: 1,2 mm, Dimensões: 3,00 x 1,25",Não encontrado,Não encontrado,
815,"CHAPA XADREZ ALUMINIO 1,5 MM = 2,50 X 1,00",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 1,5 mm, dimensões 2,50 x 1,00 metros.","Espessura: 1,5 mm, Dimensões: 2,50 x 1,00 metros, Material: Alumínio",Não encontrado,Não encontrado,
3738,"CHAPA XADREZ ALUMINIO 2,2 MM = 2,50 X 1,00",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 2,2 mm e dimensões de 2,50 x 1,00 metros.","Espessura: 2,2 mm, Dimensões: 2,50 x 1,00 metros, Material: Alumínio",Não encontrado,Não encontrado,
369,"CHAPA XADREZ ALUMINIO 2,7 MM = 2.50 X 1,00",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 2,7 mm, dimensões 2,50 x 1,00 metros.","Espessura: 2,7 mm, Dimensões: 2,50 x 1,00 metros, Material: Alumínio",Não encontrado,Não encontrado,
6045,"CHAPA XADREZ ALUMINIO 2,7 MM = 2.50 X 1,25",SERRALHERIA,CHAPA,ALUMINIO XADREZ,"Chapa de xadrez de alumínio com espessura de 2,7 mm, dimensões 2,50 x 1,25 metros.","Espessura: 2,7 mm, Dimensões: 2,50 x 1,25 metros, Material: Alumínio",Não encontrado,Não encontrado,
3914,CHAPA EXPANDIDA 100 X 45 X 1/4 = 2 X 1,SERRALHERIA,CHAPA,CHAPA EXPANDIDA,Chapa expandida com dimensões 100 x 45 x 1/4 = 2 x 1.,Dimensões: 100 x 45 x 1/4 = 2 x 1.,Não encontrado,Não encontrado,
2204,"CHAPA EXPANDIDA 100 X 45 X 1/4 = 2 X 1,20",SERRALHERIA,CHAPA,CHAPA EXPANDIDA,"Chapa expandida com dimensões 100 x 45 x 1/4 = 2 x 1,20.","Dimensões: 100 x 45 x 1/4 = 2 x 1,20.",Não encontrado,Não encontrado,
2108,"CHAPA EXPANDIDA 100 X 45 X 1/4 = 3 X 1,20",SERRALHERIA,CHAPA,CHAPA EXPANDIDA,"Chapa expandida de metal com dimensões 100 x 45 x 1/4 (3 x 1,20).","Dimensões: 100 x 45 x 1/4 (3 x 1,20).",Não encontrado,Não encontrado,
1772,"CHAPA EXPANDIDA 100 X 45 X 1/8 = 2 X 1,20",SERRALHERIA,CHAPA,CHAPA EXPANDIDA,"Chapa expandida de metal com dimensões 100 x 45 x 1/8 = 2 x 1,20.","Dimensões: 100 x 45 x 1/8 = 2 x 1,20.",Não encontrado,Não encontrado,
