idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
79,CHAVE FIXA TRAM.4802 - 15/16 X 1 *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Chave fixa Tramontina 15/16 x 1 polegada, fabricada em aço cromo vanádio, com cabeça usinada e acabamento cromado. Ideal para apertar e afrouxar parafusos e porcas sextavadas e quadradas.","Forjada em aço cromo vanádio, cabeça usinada, abertura da boca calibrada, acabamento cromado, norma DIN 3110, peso: 0,33 kg, dimensões: A: 7.8 mm / B: 255.0 mm",https://www.jofepar.com.br/chave-fixa-tramontina-15-16-x-1-p2874,https://s3.sa-east-1.amazonaws.com/bd-sp.canaldapeca.com.br/Wurth/13102020/PDFS_L5/3705218019.pdf,https://www.jofepar.com.br/chave-fixa-tramontina-15-16-x-1-p2874 | https://www.dutramaquinas.com.br/p/chave-fixa-15-16-x-1-aco-cromo-vanadio-004-560
76,CHAVE FIXA TRAM.4802 - 5/8 X 11/16 *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Chave fixa 5/8 x 11/16 Tramontina, fabricada em aço especial cromado, ideal para apertar ou afrouxar parafusos e porcas.","Acabamento cromado, abertura das bocas calibradas, medida: 5/8 x 11/16 polegadas, corpo em aço especial temperado.",https://www.lojadosalla.com.br/chave-fixa-5-8-x-11-16-tramontina-02176,https://s3.sa-east-1.amazonaws.com/bd-sp.canaldapeca.com.br/Wurth/13102020/PDFS_L5/3705218019.pdf,https://www.lojadosalla.com.br/chave-fixa-5-8-x-11-16-tramontina-02176 | https://www.jofepar.com.br/chave-fixa-tramontina-corneta-5-8-x-11-16-p2871
395,CHAVE P/ VIRAR FERRO 3/8 SAO ROMAO,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Chave de Dobrar Ferro SÃO ROMÃO é uma ferramenta manual ideal para dobra de vergalhões e barras de ferro, fabricada em aço de alta qualidade e resistência.","Medida do encaixe: 3/8"" polegadas, Comprimento total: 280 mm, Peso: 0,600 kg, Forjada em aço carbono especial, Pintura protetiva em epóxi, Bocas com perfil reforçado.",https://www.lcferragens.com.br/produto/chave-dobrar-ferro-sao-romao-3-8,https://www.minasferramentas.com.br/4806/chave-de-dobrar-ferro-3-8-sao-romao-1761,https://www.copafer.com.br/chave-virar-ferro-3-8-----1761---sao-romao/p | https://www.ferramac.com.br/10614/chave-de-dobrar-ferro-38-sao-romao
3587,CHAVE P/ VIRAR FERRO 5/16 SAO ROMAO,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Chave de Virar Ferro 5/16 São Romão é uma ferramenta manual essencial para apertar e soltar porcas e parafusos, com design ergonômico e fabricada em aço de alta resistência. Ideal para uso em oficinas mecânicas, manutenção e reparos em geral.","Tamanho: 5/16 polegadas, Comprimento da chave: 290 mm, Material: Aço 5160, Peso: 0,400 kg, Dimensões: 0,290 × 0,03 × 0,009 cm",https://www.emporiovilareal.com/produtos/chave-de-virar-ferro-5-16-sao-romao,https://www.copafer.com.br/chave-virar-ferro-5-16-----1767---sao-romao/p,https://www.carrefour.com.br/produto/chave-virar-ferro-516-1767-sao-romao-sao-romao-334873807 | https://www.mercadaolojista.com.br/chave-para-virar-ferro-516-sao-romao
413,CHAVE PHILLIPS 1/4 X 6 *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Chave Phillips 1/4 x 6 Polegadas é uma ferramenta manual projetada para apertar e soltar parafusos com encaixe tipo Phillips, oferecendo resistência, durabilidade e precisão em diversas aplicações.","Medida: 1/4 x 6 polegadas, Material: Aço Gedore-Vanádio, Haste niquelada e cromada, Cabo em polipropileno azul, Tipo: Chave de fenda cruzada Phillips, Garantia: 1 ano",https://www.lojadomecanico.com.br/produto/2827/2/121/chave-philips-de-14-x-6-polegadas-gedore-160-14x6,https://www.fg.com.br/chave-philips-1-4x6--ph2-cromo-vanadio---gedore/p,https://www.ferramentaskennedy.com.br/chave-phillips-14-x-6-gedore/p | https://mininco.com.br/en/products/chave-phillips-gedore-1-4-x-6 | https://www.anhangueraferramentas.com.br/produto/chave-phillips-1-4-x-6-160-1-4-x-6-ph2-gedore-78410
978,CHAVE TESTE ANALOGIA BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Chave Teste Analógica Bestfer é uma ferramenta essencial para detecção de tensão elétrica, ideal para eletricistas e profissionais que trabalham com instalações elétricas. Ela oferece precisão e segurança em suas medições.","Voltagem: 100V a 500V, Comprimento: 135cm, Detector de fase luminoso, Sem fio, Resistente a altas temperaturas",https://www.adfferramentas.com.br/ferramentas/ferramentas-manuais/chaves/jogo-chave-torx-longa-preta-9pc-bfh3039-bestfer,https://www.castelaoferramentas.or01.futurasistemas.com.br/4587-Chave-Teste-Analogica-BESTFER,https://www.castelaoferramentas.or01.futurasistemas.com.br/4587-Chave-Teste-Analogica-BESTFER | https://cjau.com.br/produtos/chave-teste-analogica-bestfer-135cm-detector-de-fase-luminoso-sem-fio-o90vi | https://www.alecrimvariedades.com.br/chave-teste-analogica
4532,CHAVE TESTE DIGITAL 12V 127 - 220 V *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Chave Teste Digital 12V–220V é uma ferramenta ideal para identificar a presença de tensão elétrica de forma prática e segura, indicada para uso residencial e profissional.","Tipo: AC / DC, Faixa de Tensão: 12V a 220V, Marca: Bestfer, Cor: Amarelo, Corpo: ABS, Ponta: Aço carbono, Dimensões: 13 cm x 1,6 cm x 1,2 cm, Aplicação: Teste e verificação de tensão elétrica",https://www.casteloforte.com.br/produto/136156-chave-teste-digital-acdc-12v%E2%80%93220v,https://www.foxlux.com.br/blog/foxlux-2/chave-teste-como-usar,https://www.333obra.com.br/chave-teste-digital-12v-220v-foxlux.html | https://www.casteloforte.com.br/produto/136156-chave-teste-digital-acdc-12v%E2%80%93220v | https://www.usinainfo.com.br/chave-de-teste/chave-de-teste-digital-12v127v220v-exbom-com-led-3587.html
11463,CONJUNTO PARA JARDIM 3 PEÇAS,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Conjunto de ferramentas para jardim composto por uma pazinha larga, uma pazinha estreita e um ancinho de 3 dentes, fabricado em aço carbono especial com cabos de madeira envernizada. Ideal para jardinagem, horticultura e agricultura.","Material: Aço carbono especial. Pintura: Eletrostática a pó. Cabos: Madeira de origem renovável, envernizados. Peso total: 414 g. Altura: 33 cm. Largura: 10 cm. Comprimento: 8 cm.",https://www.casaanzai.com.br/conjunto-para-jardim-com-cabo-de-madeira-3-pecas-tramontina-18538,https://www.famastilferramentas.com/wp-content/uploads/2024/08/catalogo-famastil-2024-digital.pdf,https://www.casaanzai.com.br/conjunto-para-jardim-com-cabo-de-madeira-3-pecas-tramontina-18538 | https://www.amazon.com.br/Kit-Ferramentas-Jardim-Horta-Jardinagem/dp/B0GD75NS5M
11571,CONTATORA TRIPOLAR 220V GUEPAR 12 A,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Contatora Tripolar 220V GUEPAR 12A com 1NA, ideal para comando de motores e cargas elétricas.","Corrente nominal: 12A, tensão da bobina: 220V AC, 1 contato auxiliar normalmente aberto (1NA), configuração tripolar.",https://www.bazardiguaba.com.br/contatora-tripolar-220v-guepar-1no-mini-pr-21521-contatripguep-p9453,https://industek.com.br/wp-content/uploads/2025/09/Folder-Chave-Contatora-Tripolar.pdf-1.pdf,https://hipertudo.com.br/produtos/contator-tripolar-5011-50a-3p1no-1nc-220v-guepar | https://www.bazardiguaba.com.br/contatora-tripolar-220v-guepar-1no-mini-pr-21521-contatripguep-p9453
11517,CONTATORA TRIPOLAR 220V GUEPAR 25A,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Contatora tripolar 25A, 220V, 50/60Hz, com 3 polos e 1 contato auxiliar normalmente aberto (1NO). Utilizada para controle de motores elétricos trifásicos ou monofásicos em corrente alternada.","Corrente Nominal: 25A, Tensão de Operação: 220V (faixa de 100V a 600V), Frequência: 50/60Hz, Capacidade de Comutação: Ideal para motores de até 5,5 kW (220V) ou 7,5 kW (380V), Tipo: Tripolar (3 polos), Certificações: IEC 60947-4-1, UL/CE, Temperatura de Operação: -5°C a +40°C, Fixação: Trilho DIN 35, Contatos de Potência: 3, Contato Auxiliar: 1NO",https://hipertudo.com.br/produtos/contator-tripolar-2510-25a-3p1nf-220v-guepar,https://sesc-es.com.br/wp-content/uploads/2025/04/ANEXO-2.pdf,https://hipertudo.com.br/produtos/contator-tripolar-2510-25a-3p1nf-220v-guepar | https://shopee.com.br/Contator-Tripolar-2510-25a-3p-1nf-220v-Guepar-i.394181984.21199213093 | https://www.refercomercio.com.br/comandos-eletricos/contatores/contator-bipolar-weg-25a-220v-5060hz-2na
3660,CORTADOR DE PISO 50 CM *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Cortador Manual de Pisos Profissional Tec 50 Cortag 61148 é uma ferramenta robusta e eficiente, ideal para cortar diversos tipos de pisos cerâmicos e porcelanatos com precisão. Indicado para ambientes de construção e reforma.","Espessura de Corte: 10 mm, Medida de Corte Reto: 50 cm, Medida de Corte em Diagonal: 36 cm x 36 cm, Material do Corpo: Aço carbono, Alumínio, Aço niquelado, Material da Barra de Encosto/Cabo: Plástico injetado, Acabamento: Pintura eletrostática a pó, Sistema de Separação: Aço tratado termicamente (na parte superior do carro guia), Guias: Aço carbono niquelado, Tipo de Rodel: Disco de carboneto de tungstênio (WDIA) com haste em aço carbono zincado, Diâmetro do Rodel: 80 mm",https://soaquiferramentas.com.br/cortador-p-piso-azulejos-50cm-tec50-61148-cortag-28155,https://www.piratiningaferramentas.com.br/ferramentasmanuais10/cortador-de-piso-50-cm-tec50-cortag,https://www.starferramentas.com.br/cortador-pisos-porcelanato-tec-50cm-cortag | https://www.desicon.com.br/cortador-piso-3-50v-50cm | https://www.youtube.com/watch?v=EsggM5hny10
10808,CORTADOR DE TUBO PVC MAX 32MM - - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Cortador de Tubo de PVC Bestfer é uma ferramenta projetada para cortes precisos em tubos de PVC com diâmetro de até 32mm. Com corpo em alumínio e lâmina afiada, ele garante um corte limpo e eficiente, ideal para encanamentos e reparos.",Diâmetro máximo de corte: 32mm; Peso: 166g; Dimensões (fechado): 20x5x2cm; Corpo em alumínio; Lâmina afiada.,https://www.hiperfer.com.br/cortador-de-tubo-de-pvc-bestfer-32mm,https://www.caciquehomecenter.com.br/cortador-de-tubo-de-pvc-bestfer/p,https://www.hiperfer.com.br/cortador-de-tubo-de-pvc-bestfer-32mm | https://www.casacardao.com.br/cortador-tubo-pvc-bestfer-ate-32mm-32662-1
281,ELETRODO OK 22.45P E6010-3.25 X 350 MM,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Eletrodo OK 22.45P E6010-3.25 X 350 MM da ESAB é indicado para soldagem de aços comuns, com grande penetração e desempenho em todas as posições, especialmente em gasodutos, minerodutos e implementos agrícolas.",Classificações Metal de Solda: ASME SFA 5.1: E6010; Aprovações: FBTS; Tipo de Liga: Aço Carbono; Corrente Contínua(CC+ ou CC-): Eletrodo Positivo ou Negativo; Limite de Resistência: 470-500 MPa; Alongamento: 28-33%; Temperatura(Avaliação Charpy): -30 °C; Impacto(Avaliação Charpy): 40-60J; Composição Química: C 0.09% / Si 0.10% / Mn 0.30%; Diâmetro: 3.25 mm; Comprimento: 350 mm; Corrente: 80-140 A; Tensão: 22-28 V; Peso: 20kg; Norma: E6010; Modelo: OK 2245P; Referência do Fornecedor: 0304356; Marca: ESAB.,https://www.anhangueraferramentas.com.br/produto/eletrodo-revestido-3-25mm-20kg-e6010-ok22-45p-esab-102385,https://esab.com/sites/sam_pt/assets/Support/21259.pdf,https://pdfcoffee.com/apostila-isn1-1-pdf-free.html | https://rocketreach.co/ferramentas-gerais-profile_b5c37319f42e0f5f | https://rocketreach.co/ferramenta-vanoli-profile_b4363e0bc1fe2b36
286,ENXADA 2.5 ESTREITA S/CABO 24CM **,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Enxada 2,5 Libras Estreita sem Cabo é uma ferramenta manual utilizada na construção civil, jardinagem e agricultura. Fabricada em aço carbono de alta resistência, é indicada para capina, remoção de ervas daninhas e preparo de solo, oferecendo precisão e eficiência em áreas menores.","Largura da enxada: 23,5 cm; Material da enxada: Aço carbono especial; Tamanho da enxada: 2.5 libras; Altura da enxada: 24,1 cm; Medida do olho da enxada: 38 mm; Peso: 1.59 kg; Profundidade: 150.50 cm; Altura: 25.00 cm; Largura: 23.50 cm",https://www.irmaossoares.com.br/enxada-2-5-libras-estreita-sem-cabo/p,https://www.famastilferramentas.com/enxada-de-aco-estreita-com-cabo,https://www.felap.com.br/enxada-estreita-24-cm-x-24-cm-sem-cabo-max-ferramentas/p/45450 | https://www.ferramentaskennedy.com.br/enxada-estreita-25-em-aco-sem-cabo-tramontina/p | https://www.gardeisequipamentos.com.br/enxada-larga-2-5-tramontina-em-aco-sem-cabo-p49188
10850,ESCOVA CONICA CIRCULAR TORCIDA 4'' - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Escova cônica torcida de 4 polegadas da marca BESTFER, feita de ferro e aço carbono, com rosca M14.","Tamanho: 4"" polegadas, Composição: Ferro e aço carbono, Rosca: M14, Código do Fabricante: BFH2662, Código NCM: 96035000, Código de Barras: 7899206183111",https://www.castelaoferramentas.com.br/5509-Escova-de-Aco-Circular-Torcida-4-BESTFER,https://www.bazardiguaba.com.br/escova-circular-conica-torcida-4-pol-m14-ps-21521-9112-p6350,https://www.reivariedades.com.br/disco-e-abrasivos/escova-circular-conica-4-r-m14-bestfer | https://www.lojachimas.com.br/escova-aco-circular-conica-4x12-m14-torcidatrancada-vonder | https://www.ferragemsaojose.com.br/produto/791843-escova-circular-torcida-bestfer-12500-rpm-4-1-2
10842,ESTILETE CB EMB 8LAMINAS 18MM - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Estilete profissional com cabo emborrachado e 8 lâminas de reposição, ideal para uso doméstico e profissional. Possui design ergonômico e resistente, com largura de lâmina de 18 mm.","Marca: Bestfer; Tipo: Estilete Profissional; Largura da Lâmina: 18 mm; Peso: 175 g; Comprimento: 17 cm; Largura: 4,5 cm; Cor: Laranja; Cabo: Emborrachado; Sistema de Trava: Sim; Quantidade de Lâminas Inclusas: 8 Lâminas de Reposição; Aplicação: Cortes em diversos materiais.",https://shopee.com.br/Estilete-Profissional-18mm-Emborrachado-com-8-L%C3%A2minas-Bestfer-Ref.-BFH0163-i.1330278696.58264873465,https://www.casaegaragem.com.br/produtos/estilete-profissional-emborrachado-18mm-com-8-laminas-bestfer,https://dmhcenter.com/produto/estilete-cb-emb-8-laminas-18mm-bfh0163 | https://mininco.com.br/products/estilete-largo-profissional-8-laminas-18mm-bestfer
417,ESTOPA MULTIUSO 200 GRAMAS,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A estopa multiuso 200 gramas é feita de 100% algodão e ideal para limpeza, polimento e remoção de resíduos. Versátil e resistente, adequada para uso em ambientes domésticos, industriais e automotivos.","Peso: 200g, Material: 100% Algodão, Tipo de venda: Unitário, Cor: Branca, Medidas: 32 cm de altura e 10 cm de largura",https://www.universodolar.com.br/estopa-100--algodao-200g---ideal-para-limpeza-e-polimento-715-dtools-adantex--6,https://assets.mlcdn.com.br/conteudoproduto/montagem/21/218559000/42404001MNP001.pdf,https://cesconstrucao.com.br/estopa-branca-multiuso-para-limpeza-200g | https://tuacasaferragem.com.br/produto/estopa-multi-algodao-200g-at380-atlas | https://www.universodolar.com.br/estopa-100--algodao-200g---ideal-para-limpeza-e-polimento-715-dtools-adantex--6
1924,FERRO DE SOLDA 40 127V FAME,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Ferro de Solda FAME 40W 127V é uma ferramenta elétrica robusta e versátil, ideal para profissionais e entusiastas de eletrônica. Com 40W de potência e 127V de voltagem, oferece aquecimento rápido e preciso, adequado para diversas aplicações de soldagem.","Potência: 40W, Voltagem: 127V, Tubo em aço inox, Cabo anatômico de 1 metro com dupla isolção, Acompanha suporte de descanso, Certificado pelo INMETRO.",https://www.catizani.com.br/ferramentas-eletricas-17/ferro-de-solda-fame-127v-40w,http://www.ferramentasef.com.br?pg=produtos-descricao&id=008&prod=4780201&sub=FERROS+DE+SOLDA,https://www.catizani.com.br/ferramentas-eletricas-17/ferro-de-solda-fame-127v-40w | https://www.eletronicacastro.com.br/produto/ferro-de-soldar-fame-40w-127v
2256,FERRO DE SOLDA 40W 127V,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Ferro de solda de 40W, 127V, ideal para soldagem eletrônica de precisão e manutenção leve. Oferece aquecimento rápido, controle térmico eficiente e soldas limpas.","Potência: 40W, Temperatura Máxima: 430°C, Comprimento: 210mm, Peso: 110g, Garantia: 06 meses, Voltagem: 127V, Frequência: 60Hz, Ponteira: Cerâmica, Conteúdo da embalagem: 1 Ferro de solda, 1 Suporte",https://www.hikariferramentas.com.br/produto/ferro-de-solda-max-40-127v,https://www.hikariferramentas.com.br/produto/ferro-de-solda-max-40-127v,https://www.hikariferramentas.com.br/produto/ferro-de-solda-max-40-127v | https://www.sertao.com.br/ferro-de-solda-40w-127v-worker-836111/p | https://www.amazon.com.br/Ferro-Solda-Profissional-40W-127V/dp/B0FM4C4WT7
10858,FITA ADESIVA SILVER TAPE 45MMX5MM - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"A Fita Adesiva Silver Tape Bestfer BFH1040, com dimensões de 45mm x 5m, é ideal para reparos e vedações. Possui cor prata e é feita de material reforçado.","Marca: Bestfer, Modelo: BFH1040, Tipo: Fita adesiva silver tape, Dimensões: 45mm x 5m, Cor: Prata, Material: Filme de polietileno reforçado com tecido laminado de algodão, coberto com adesivo acrílico.",https://www.magazineluiza.com.br/fita-adesiva-silver-tape-45mmx5m-bestfer/p/abdgdhcg7j/pa/silt,https://bestfer.com.br/colas-e-fitas-adesivas,https://www.kalunga.com.br/prod/fita-adesiva-multiuso-silver-tape-45mmx5m-prata-800s-adere-rl-1-un/799701 | https://kalunga.com.br/prod/fita-adesiva-multiuso-silver-tape-45mmx5m-prata-800s-adere-rl-1-un/799701 | https://www.kalunga.com.br/prod/fita-adesiva-multiuso-silver-tape-45mmx5m-preta-801s-adere-rl-1-un/799703
11677,FOGAREIRO ELETRICO PRETO 127V 1 BOCA - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Fogareiro elétrico Bestfer 1000W, 127V, com 1 boca, acabamento em aço inoxidável e ferro. Proporciona aquecimento rápido e uniforme, ideal para preparar refeições com segurança e praticidade.","Marca: Bestfer, Modelo: BHF2949, Tensão: 127V, Potência: 1000W, Plug: 3 pinos (padrão brasileiro), Tomada: 70cm de comprimento, Material: Aço inoxidável e ferro, Dimensões: 21cm x 23cm x 6cm, Peso: 670 g, Controle de Temperatura Ajustável, Luz Indicadora de Aquecimento, Sistema de Ventilação, Proteção contra Superaquecimento, Pés Antiderrapantes.",https://shopee.com.br/Fogareiro-El%C3%A9trico-1-Boca-1000W-Bestfer-127V-Preto-Ref.-BFH2949-i.1330278696.23599663166,https://www.makineta.com.br/lar-e-lazer/hobbies-e-para-voce/fogareiro-eletrico-1-boca-127v-1000w-preto-bestfer,https://www.makineta.com.br/lar-e-lazer/hobbies-e-para-voce/fogareiro-eletrico-1-boca-127v-1000w-branco-bestfer | https://www.casacardao.com.br/fogao-eletrico-1-boca-bestfer-1000w-127v-inox-32346-1 | https://www.santeconline.com.br/fogareiro-portatil-eletrico-preto-1-boca-220v-bfh2950
11355,FOGAREIRO ELETRICO PRETO 127V 2 PRATOS - BESTFER,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Fogareiro Elétrico Bestfer com 2 pratos, cor preta, 127V, 2000W. Prático para cozinhar com duas bocas que podem ser usadas simultaneamente.","Potência: 2000W, Voltagem: 127V, Frequência: 50/60 Hz, Plugue de 3 pinos padrão brasileiro, Dimensões: 457mm x 255mm x 71mm, Material: ferro e aço inox, Cabo: 3 x 0,75 mm x 70 cm",https://www.makineta.com.br/lar-e-lazer/hobbies-e-para-voce/fogareiro-eletrico-2-pratos-127v-2000w-preto-bestfer-3031,https://www.makineta.com.br/lar-e-lazer/hobbies-e-para-voce/fogareiro-eletrico-2-pratos-127v-2000w-preto-bestfer-3031,https://www.makineta.com.br/lar-e-lazer/hobbies-e-para-voce/fogareiro-eletrico-2-pratos-127v-2000w-preto-bestfer-3031 | https://www.udbras.com.br/product-page/fogareiro-eletrico-preto-127v-02-pratos-bestfer
575,FORMAO PACETA 1'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Formão Pacetta 1"" é uma ferramenta manual de alta qualidade, ideal para trabalhos de carpintaria e marcenaria. Produzido em aço SAE 5160, com tratamento temperado e revenido, possui cabo em madeira lixada e proteção metálica na área de impacto.","Medida: 1""; Largura do Formão: 25,40 mm; Comprimento: 260 mm; Largura do Cabo: 30,5 mm; Peso: 0,173 Kg; Modelo: 2094; Marca: PACETTA",https://www.anhangueraferramentas.com.br/produto/formao-chanfrado-1-com-cabo-em-madeira-2094-pacetta-114040,https://www.anhangueraferramentas.com.br/produto/formao-chanfrado-1-com-cabo-em-madeira-2094-pacetta-114040,https://www.anhangueraferramentas.com.br/ferramentas-manuais/formao | https://www.ehinatural.com.br/kit-ferramenta-formao-meliponicultura-apicultura-abelha-caixa
4053,FORMAO PACETA 5/16 *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Formão PACETTA Chanfrado 2094 é uma ferramenta manual projetada para entalhe e modelagem de madeiras, amplamente utilizada na confecção de móveis, instalação de portas e janelas, e serviços artísticos. Fabricado em aço SAE5160, com cabo anatômico de madeira e proteção metálica.","Largura da área de corte: 5/16 polegadas / 7,9mm; Largura da lâmina: 5/16"" (aprox. 7,9mm); Comprimento da lâmina: 143mm; Comprimento total: 260mm; Material da lâmina: Aço forjado SAE 5160 temperado e revenido; Material do cabo: Madeira; Peso: 0,11 kg; Dimensões: 0,260 × 0,26 × 0,029 cm",https://www.lcferragens.com.br/produto/formao-pacetta-chanfrado-2094-b-5-16,https://www.magazinevoce.com.br/achadinhosdataii/manuais/ferramentas/s/fs/fman/brand---pacetta,https://www.matconcasa.com.br/produto/form-o-pacetta-b-5-16-6209402-18953 | https://www.amazon.com.br/Form%C3%A3o-Chanfrado-Pol-Cabo-Madeira-PACETTA-06209402/dp/B0779LG7SH | https://www.shopcoopera.com.br/formao-pacetta-b-5-16-2094-1797963/p?idsku=2260215
187,GRAMPO DE FIXACAO C 8'' *,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"O Grampo de Fixação Tipo C é ideal para fixação rápida e firme de peças e equipamentos, projetado para maior estabilidade durante cortes, colagens, montagens e outros trabalhos.","Tamanho: 8” (210 mm), Abertura útil: 202 mm, Alcance: 68 mm, Peso: 1,846 kg, Material: Ferro Fundido, Fuso em aço laminado com rosca trapezoidal, Acabamento zincado bicromatizado e pintura a pó eletrostática.",https://www.titaferramentas.com.br/grampo-sargento-de-fixacao-tipo-c-n-8-3289-metalcava/p/7898910771423,https://www.titaferramentas.com.br/grampo-sargento-de-fixacao-tipo-c-n-8-3289-metalcava/p/7898910771423,https://www.metalcava.com.br/produto/ferramentas/grampo+de+fixação+tipo+c/25 | https://www.somar.com.br/produto/grampo-de-fixacao-modelo-c | https://palaciodasferramentas.com.br/ferramentas-manuais/sargento-grampo-tipo-c
11899,GUINCHO COLUNA ELETRICO 300/600KG 220V 60HZ,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Guincho de Coluna Elétrico 300/600kg 220V, ideal para elevação de cargas em ambientes com espaço limitado, como obras, oficinas e depósitos. Oferece capacidade de carga de 300kg sem polia e 600kg com polia de inversão.","Tensão: 220V, Frequência: 60Hz, Potência: 1050W, Classe de Isolamento: B, Tensão de Ruptura: 1770N/mm², Regime de serviço: S3 20% 10 min, Capacidade de carga: 300Kg sem polia / 600Kg com polia, Diâmetro do Cabo: 3.18mm, Altura Máxima de Elevação: 12m sem polia / 6m com polia, Velocidade de Elevação: 10m/min sem polia / 5m/min com polia, Comprimento do Cabo de Aço: 12m, Grau de Proteção do Motor: IP54, Classe de isolamento: KL",https://fortg.com.br/produto/guincho-de-coluna-eletrico-300-600kg-220v-fortgpro-fg9530,https://fortg.com.br/produto/download-manual/fg9510-fg9520-5d25e02069119.pdf,https://www.amazon.com.br/Guincho-Coluna-El%C3%A9trico-Monof%C3%A1sico-Motomil/dp/B076KRC4CR | https://www.manferferramentas.com/guincho-coluna-eletrico-300600kg-220v-60hz-h-a-105-1-motomil | https://www.palhinhasoldas.com.br/guincho-de-coluna-eletrico-300600kg-60hz-motomil
10798,"JOGO 4 MINI-ALICATES 4,5'' AC POLIDO - BESTFER",ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Jogo de 4 mini alicates de 4,5 polegadas, feitos em aço carbono, com cabo antideslizante. Ideal para artesanato, modelismo, eletrônica, informática, mecânica, pesca e consertos.","Marca: Bestfer; Modelo: BFH0042; Material: Aço carbono; Medidas: 4,5 Polegadas; Tamanho: 13 centímetros; Conteúdo: 1 mini alicate universal, 1 mini alicate meia cana, 1 mini alicate bico redondo e 1 mini alicate corte diagonal; Aplicações: Artesanato em geral, bijuterias, pesca e consertos; Código de Barras: 7899206116881",https://www.makineta.com.br/ferramentas/manuais/kit-jogo-de-4-mini-alicates-4-5-polegadas-profissional-com-mola-bestfer,https://www.makineta.com.br/ferramentas/manuais/kit-jogo-de-4-mini-alicates-4-5-polegadas-profissional-com-mola-bestfer,https://www.lojafer.com.br/jogo-de-4-mini-alicates-4-5pol-ac-polido-bestfer | https://mininco.com.br/products/alicate-mini-4-5-profissional-4-pecas-bestfer
2112,JOGO DE CHAVE FIXA 6 A 17MM C/ 6 PCS,ACESSORIO/MIUDEZA,FERRAMENTAS,FERRAMENTA,"Jogo de Chave Fixa 6 a 17mm 6 Peças, ideal para praticidade e versatilidade em ferramentas. Fabricado em aço cromo-vanádio, com design ergonômico e acabamento cromado.","Material: Aço cromo-vanádio, Resistência: Alta durabilidade, Quantidade de peças: 6, Tamanhos das chaves: 6mm x 7mm, 8mm x 9mm, 10mm x 11mm, 12mm x 13mm, 14mm x 15mm, 16mm x 17mm, Design: Ergonômico e anatômico, Conforto: Firmeza durante o manuseio, Portabilidade: Compacto e leve, Acabamento: Cromado, Composição: Aço forjado e temperado, Uso: Doméstico e profissional",https://www.ferramentaskennedy.com.br/jogo-chave-fixa-6-a-17mm-6-pecas-kala/p,https://www.autotudo.com.br/produto/29322/ferramenta-jogo-chave-fixa-6-17-6-peas,https://www.lojanovafenix.com.br/ferramentas-manuais/jogo-chave-fixa-6-pecas-de-6mm-a-17mm | https://www.ferramentaskennedy.com.br/jogo-chave-fixa-6-a-17mm-6-pecas-kala/p | https://www.mercadolivre.com.br/jogo-de-chaves-fixa-gedore-com-6-pecas-de-6-a-17mm/p/MLB38903313
